freq,sectperf,prof_pos,sex,unit,geo\TIME_PERIOD	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,BES,OTH,T,FTE,DE	: 	92488 	: 	90662 	: 	95128 	: 	97544 	: 	95181 	: 	94185 b	: 	82861 	: 	75791 	74046 e	74567 	75043 e	76378 	77810 e	75277 	74140 e	66035 	66141 	61372 	62912 	63983 	66181 e	61275 	62145 e	50941 	51376 e	47855 	51357 e	48505.6 	49433 e	51017.3 	52813 e	55199 	: 	54887 	: 	59185 b	: 
A,BES,OTH,T,FTE,DK	: 	2275 	2259 	2243 	2141 	2038 	2263 	2489 	2655 	2820 	2898 	2977 	3044 	3111 	: 	3093 	3212 e	3330 	3539 	3580 	: 	3380 	3790 b	3148.1 	3525.8 	3012 	3653.6 	3543 b	5672.9 	4396.9 	4076.8 	3972 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,FTE,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	50 	118 	50 	92 	97 	107 	158 	204 	275 	276 	116 	103 	115 	129 	87 	147 	97 	108 	147 	137 	115.1 	171.8 	167.2 	236 	: 	: 	: 
A,BES,OTH,T,FTE,EL	: 	: 	: 	: 	: 	: 	448 b	: 	455 	489 	: 	526 	: 	638 	: 	634.7 	479.4 	520.1 	: 	941.8 	1911 	2078.2 	2102 	2456 	: 	1823.5 	: 	1809 	: 	: 	: 	802.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,FTE,ES	: 	5053 	5456 	5493 	6376 	6451 	6626 	6967 	7518 	7870 	8364 	8019 	7557 	7238 	7118 e	6763 	7399 e	6836 	8249 	8042 	9146.7 	8767.5 	11077.4 b	12055.9 	12501 	12584.6 	13121.7 	13301.9 	14357.2 	13086.1 	11640.5 	11112.7 	10200.6 	10062.3 	10234.1 	9116.9 	9343.3 	10173.8 	10919.4 	11007.9 	9981.5 	10226 	9997 	10391 	: 
A,BES,OTH,T,FTE,FR	: 	33648 	33650 	34004 	34320 	33993 	33292 	31597 	30715 	30755 	30721 	29918 	30434 b	26882 	26160 	25668.8 	25006 	25387.2 b	24976.9 	24315 	: 	: 	: 	: 	21047.4 	20556.2 	19787.9 b	20025.6 	18627.3 	17579.6 	17208.7 	16347.3 	15886 	15823 	15180 	: 	13048.2 	12505 p	16787.4 p	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,FTE,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	397 	206 	325 	236.3 	260.1 	283.6 	306.4 	356.9 	258.2 	220 	217.4 	272.4 	260.5 	272.1 	170.1 	170.6 	224.4 	259.8 	313.1 	366.1 	521.7 	514.7 	: 
A,BES,OTH,T,FTE,HU	9317 	3763 	5253 	4751 	3923 	4830 	5029 	4908 	4725 	4548 	3628 	2696 	1703 	1698 	1534 	1350 	1262 	1118 	762 	739 	731 	848 	1014 	919 	738 	680 	880 	1036 	1097 	1571 	1573 	1901 	2729 	3484 	2441 	2358 	2107 	2571 	2989 b	3168 	3069 	3449 	3190 	2835 	: 
A,BES,OTH,T,FTE,IE	: 	370 	400 	390 	402 	435 	468 	560 	652 	626 e	600 	904 	854 e	804 	1065 e	1292 	1183 e	1298 	1167 e	1037 	1093 	1407 	1383 	1359 	1300 	1256 	1397 	1538.8 	1651 	1628 	1660 e	1897 	2057 e	2169 	2243.2 e	2243 	: 	2077 	2015 e	2408 	: 	5250 	: 	: 	: 
A,BES,OTH,T,FTE,IS	: 	20.7 	: 	6.8 	: 	6.4 	: 	18.3 	: 	36.5 	36 	24.3 	20.1 	35.8 	37.6 	46.2 	: 	114.8 	126.3 e	111.5 	: 	: 	: 	204 	: 	196.6 	153.6 	82.7 	86.4 	128.4 	: 	91 b	: 	250 b	: 	: 	: 	178 u	178 u	: 	: 	193 	214 u	262 	: 
A,BES,OTH,T,FTE,IT	: 	12358 	12098 	11926 	11110 	11686 	11881 	10398 	11826 	13123 	12681 	13549 	13059 	11789 	12198 	11419 	11104 	11086 	10566 	10241 	10711 	10702 	11809 	11540.5 	11349.5 	12528.4 	14896.5 	17199.4 	19613.2 	18068.2 	20314.6 	18970.6 	20886.3 	22215.5 	22316.8 	23428.9 	: 	: 	: 	: 	: 	: 	: 	38399 	: 
A,BES,OTH,T,FTE,JP	99500 d	102460 d	103945 d	110130 d	113934 d	118196 d	119468 d	121194 d	125869 d	127995 d	140064 d	134359 d	138676 d	135086 d	126861 d	122368 d	121285 bd	115447 d	114424 d	103830 d	99328 d	79740 d	75955 d	74083 d	79496 d	75692 d	81281 d	81311 d	77684 d	74198 d	72015 d	63060 d	58932 d	57494 d	60941 d	63654 d	58241 d	63126 d	65527 d	65995 d	66942 d	66657 d	66080 d	57762 d	: 
A,BES,OTH,T,FTE,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8802 d	5374 d	4920 d	5568 d	5328 d	3641 d	4296 d	2788 d	3055 d	3134 	3357.8 d	3582.5 d	4098.7 b	6005.8 	5430.9 	6690.4 	6106.6 	6794.2 	6325.3 	7138.7 	7346.6 	7383.2 	7849.1 	9276.6 	9295.7 	8170.3 	11123.3 	9101.8 	7871 	: 
A,BES,OTH,T,FTE,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	172 	95 	238 	176 	192 	113 	60 	104 	199 	230 	169 	514 	379 	231 	316 	378 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,FTE,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	285 e	: 	504.1 	928.5 	940 	730 	689 	406 	388 	586.3 b	573.9 	508.6 	483.4 	501.9 	408.9 	493.9 	477.6 	397.5 	398.2 	514.6 	466.1 	: 
A,BES,OTH,T,FTE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	588 	380 	317 	248 	251 	207 	178 	242 	401 	432 	250 	233 	490 	357 	250 	314 	155 	283 	146 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,FTE,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.4 	: 	21.5 	17.1 	14.8 	5.6 	7.6 	18.7 	17.2 	: 	: 	: 	: 	: 
A,BES,OTH,T,FTE,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	1 	1 	1 	3 	1 	3.5 	3 	1 	5.5 	28 	42 	12.7 	26.2 	37.2 	20.3 	: 	14 	: 	: 
A,BES,OTH,T,FTE,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	64.5 b	69 	71.5 	49 	53.5 	59.5 	104.5 	128 	122 	100.5 	151.5 	151.5 	173.5 	131 	144 	154.5 	184 	223 	242 	293 	: 
A,BES,OTH,T,FTE,NL	: 	8185 	: 	: 	: 	6360 	: 	: 	: 	5810 	: 	: 	: 	6270 	7258 b	7555 	6712 b	7347 	8191 	8595 	7542 	7851 	7861 	6913 	6962 	6009 	6485 	5967 	6859 	5876 	8149 	11177.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,FTE,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6593 	6534 	5586 	4528 	5006 	4231 	3714 	3060 	1338 	1585 	1754 	1617.1 	1655.9 	1802 	1548.6 	1158.5 	2228.3 	2677.7 	2988.6 	2950 	4266 	5036.7 	4819.3 	5648.5 	: 	6856.5 	9541.7 	6977.1 	6615.6 	6839.1 	: 
A,BES,OTH,T,FTE,PT	: 	: 	532.7 	460.8 e	388.8 	460.8 e	532.7 	529.1 e	525.4 	480.2 e	435 	418.4 e	401.7 	404.2 e	406.7 e	410.2 b	381.5 e	352.8 	375.5 e	398.2 	371.4 e	344.6 	515.1 e	685.5 	656.4 e	627.3 	1163 e	1698.6 	1231 	1241.8 	1028.4 	1166.6 	1015.8 	662.4 b	881.2 	901.5 	1095 	1231.9 	1133 	1280.5 	1505.5 	1805.5 	2141.9 	2274.2 	: 
A,BES,OTH,T,FTE,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13089 	11193 	10822 	11633 	10987 	8827 	9810 	5115 	4557 	4098 	4269 	4434 	3290 	3764 	3151 	3116 	3140 	1396 	4088 b	3582 	3297 	3524 	3545 	3415 	4323 	3914 	3839 	3498 	3162 	3067 	3110 	: 
A,BES,OTH,T,FTE,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	525.4 	802.4 	346.6 	200.7 	228 	288.1 	1134.8 	1108.3 	1068.8 	972.7 	533 	439.5 	344.5 	245 	202 	258 	1201 
A,BES,OTH,T,FTE,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	363224 	343861 	320815 	300383 	268948 	281501 	290068 	291246 	285225 	279730 	267360 	247453 	240431 	234629 	217887 	206454 	201429 	195434 	181068 	188316 	184648 	186720 	: 	167937 	153048 	168554 	: 	: 	: 	: 	: 
A,BES,OTH,T,FTE,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9880 b	: 	9349 	: 	8695 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,FTE,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1208 e	1406 	1371 	1260 	1261 	1393 	539 	552 	530 	492 	416 	431 	469 	485 	513 	628 b	668 	775 	1034 b	937 	946 	1000 	973 	1014 	1110 	1151.2 	1322.6 	1317.3 	1478.8 	1514 	1510 	: 
A,BES,OTH,T,FTE,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1326 d	1145 d	1224 d	1475 b	1328 	1076 	935 	856 	768 	632 	598.6 	584.4 	333.8 	235 	241.7 	234.7 	277.1 	244.2 	240.3 	214.1 	355.6 	490.9 	387.8 	552.9 	613.2 	611 	698.7 	807 	878.1 	888.9 	: 
A,BES,OTH,T,FTE,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	365 	424 	455 	313 	358 	400 	552 	742 	712 	734 	767 	699 	677 	849 	1028.9 	1712.6 	2069.6 	2594.1 	2885.6 	2859.7 	3144.9 	3744.7 	4338 	4550.3 	5448.6 	5537 	5058 	6984 	8008 	9205 	9056 	9781 	11551 	11594 	: 
A,BES,OTH,T,FTE,UK	: 	52000 	51000 	49000 	46000 	42000 	52000 b	49000 	50000 	45000 	45000 	41000 	35000 b	29000 b	28000 	29000 	26762 	24440 	24441 	27786 	30081 	32431.1 b	31053.8 	29298.9 	28657.9 	26421.5 	27860.5 	32871.8 	28335.3 	27126.2 	28756.4 	26752.5 	26866.1 	27763.1 	33139.3 	35944 	37311.5 	50477.9 	51967.8 	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,HC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2981 	: 	: 	: 	3306 	: 	3643 	: 	4692 	4554 	: 	4162 	: 	5443 	: 	5706 	: 	6026 	: 	5094 	: 	4858 	: 	6470 	: 	6776 	: 
A,BES,OTH,T,HC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	273 	240 	215 	: 	: 	: 	: 	169 	107 	91 	: 	: 	: 
A,BES,OTH,T,HC,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6000 	6203 	6709 	7106 	4849 	4821 	4416 	4533 	5947 	6278 	3788 	3968 	2914 	3191 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,HC,BG	19494 	21653 	21919 	22889 	24701 	24113 	22883 	23570 	27118 	31598 	32633 	10688 	2980 	1652 	793 	637 	513 	399 	460 	216 	318 	264 	258 	288 	308 	265 	398 	343 	374 	518 	465 	364 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,HC,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4400 	: 	: 	: 	5750 	: 	: 	: 	5280 	: 	: 	: 	11582 	: 	: 	: 	11856 	: 	: 	9736 	: 	9072 	: 	8957 	: 	8207 	: 	10901 	: 
A,BES,OTH,T,HC,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67 	95 	93 	104 	104 	132 	120 	116 	127 	89 	77 	65 	53 	38 	35 	46 	37 	44 	95 	88 	133 	142 	146 	143 	: 	136 	: 
A,BES,OTH,T,HC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5499 	5163 	4970 	4983 	4528 	3979 	3542 	3705 	3779 	4079 	4063 	4445 	4737 	4706 	5300 	6372 	6796 	7944 	7770 	7788 	8124 	8367 	9544 	10032 	9902 	9639 	9026 	8850 	9264 d	8675 dp
A,BES,OTH,T,HC,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	85674 	: 	84554 	: 	74891 	: 	69434 	: 	72383 	: 	70211 	: 	57755 	: 	53443 	: 	53860 	: 	57635 	: 	62504 	: 	62846 	: 	69526 b	: 
A,BES,OTH,T,HC,DK	: 	: 	: 	: 	: 	9064 	: 	9925 	: 	11370 	: 	12110 	: 	5028 	: 	7323 	: 	4852 	5177 	5472 	: 	5334 	5864 b	4774 	6559 	4909 	5729 	5353 b	7973 	6725 	6563 	6199 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,HC,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	145 	228 	159 	201 	181 	266 	245 	347 	452 	409 	217 	212 	232 	232 	158 	190 	173 	186 	184 	193 	254 	347 	343 	424 	: 	: 	: 
A,BES,OTH,T,HC,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1162 	: 	1252 	1053 	1149 	: 	2058 	2464 	2694 	2639 	2664 	: 	2517 	: 	2187 	: 	: 	: 	1480 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,HC,ES	: 	: 	: 	: 	: 	7666 	8083 	8422 	9132 	9582 	: 	: 	9550 	9422 	10312 	8463 	: 	8533 	: 	10553 	: 	10770 	15269 b	16112 	17751 	18176 	20220 	20988 	23174 	21809 	20045 	19104 	17831 	17867 	18846 	16488 	15987 	17539 	20025 	19421 	17617 	17236 	17404 	17148 	: 
A,BES,OTH,T,HC,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21221 	20102 	19069 	18691 	18371 	17899 	17670 	: 	: 	19125 e	18557 p	23836 ep	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,HC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	382 	208 	361 	272 	292 	319 	352 	433 	320 	281 	288 	393 	380 	386 	229 	229 	357 	382 	468 	653 	921 	858 	: 
A,BES,OTH,T,HC,HU	9317 	6603 	7618 	6399 	: 	6916 	7072 	6846 	6487 	: 	4684 	3653 	2408 	2171 	1900 	1774 	1727 	1521 	1346 	996 	869 	1226 	1493 	1363 	1086 	1025 	1370 	1627 	1627 	2130 	2583 	2718 	3724 	4305 	3368 	2879 	2513 	3233 	3777 b	4078 	3702 	4229 	3963 	3577 	: 
A,BES,OTH,T,HC,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2741 	2610 	2627 	2730 	2830 	2795 	2760 	2961 	3241 	3305 e	3971 	: 	5142 	: 	5220 	: 	4324 	: 	4313 	: 	7532 	: 	: 	: 
A,BES,OTH,T,HC,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	72 	: 	153 	: 	150 	: 	216 	: 	179 	: 	296 	: 	392 	: 	373 	299 	171 	179 	178 	: 	79 b	: 	212 b	: 	: 	: 	398 u	398 u	: 	: 	449 	490 u	339 	: 
A,BES,OTH,T,HC,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13038 	12898 	12042 	13789 	13893 	16147 	15202 	15246 	17878 	24155 	27013 	31129 	29666 	33000 	30438 	32777 	34789 	35105 	37528 	: 	: 	: 	: 	: 	: 	: 	66822 	: 
A,BES,OTH,T,HC,JP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100937 d	92777 d	95078 d	103570 d	99211 d	109192 d	102734 d	100365 d	95129 d	95374 d	84889 d	81814 d	82439 d	89697 d	101301 d	88161 d	92123 d	95478 d	96971 d	98319 d	97937 d	117166 d	102507 d	: 
A,BES,OTH,T,HC,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8445 d	6892 d	6848 d	5509 d	7954 d	7599 d	7863 d	8595 d	8776 d	10607 d	11224 b	12055 	12610 	14285 	14705 	16163 	15063 	17196 	16908 	15891 	16630 	18629 	19176 	17312 	20205 	19700 	17520 	: 
A,BES,OTH,T,HC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	254 	275 	284 	193 	223 	191 	82 	129 	329 	302 	233 	613 	605 	336 	426 	519 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,HC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	291 e	: 	676 	: 	1142 	: 	888 	: 	514 	: 	805 	: 	674 	: 	558 	: 	622 	: 	549 	: 	631 	: 
A,BES,OTH,T,HC,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	700 	457 	373 	265 	270 	227 	191 	311 	448 	967 	303 	306 	610 	425 	429 	443 	236 	349 	346 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,HC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38 	: 	45 	34 	37 d	23 	24 	40 	43 	: 	: 	: 	: 	: 
A,BES,OTH,T,HC,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	4 	4 	4 	3 	1 	12 	3 	: 	: 	86 	86 	27 	40 	44 	25 	: 	14 	: 	: 
A,BES,OTH,T,HC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	10 	74 b	85 	91 	55 	60 	66 	121 	151 	147 	135 	205 	211 	231 	174 	204 	222 	266 	315 	325 	416 	: 
A,BES,OTH,T,HC,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11473 	11027 	: 	9638 	11538 	14133 	10733 	11088 	11372 	10194 	13174 	10690 	10007 	9285 	11585 	8331 	14910 	21564 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,HC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9503 	9080 	8438 	6514 	7127 	6282 	5505 	4797 	2095 	2534 	2744 	2572 	2592 	2749 	2259 	1809 	3060 	3882 	4082 	4273 	4783 	6586 	: @C	8722 	: 	12117 	15959 	12191 	12017 	12689 	: 
A,BES,OTH,T,HC,PT	: 	: 	700 	627 e	554 	658 e	761 	806 e	850 	835 e	820 	833 e	845 	847 e	850 e	815 	814 e	812 	825 	838 	807 e	775 	1043 e	1312 	1204 e	1096 	2180 e	3263 	3036 	3496 	2962 	3669 	3205 	1639 b	2031 	2290 	2683 	3011 	3019 	3320 	3939 	4606 	5962 	6153 	: 
A,BES,OTH,T,HC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13621 	11525 	11176 	11965 	11447 	9588 	10213 	5349 	4730 	4345 	4339 	4454 	3363 	4030 	3250 	3337 	3247 	1454 	4448 b	3793 	3683 	3809 	4082 	3709 	4675 	4187 	4138 	3673 	3537 	3220 	3311 	: 
A,BES,OTH,T,HC,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	610 	886 	454 	230 	256 	396 	1186 	1246 	1197 	1091 	571 	460 	363 	265 	235 	286 	1244 
A,BES,OTH,T,HC,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	672300 	567400 	467000 	438100 	434200 	337093 	319717 	301583 	284779 	255396 	267988 	276471 	277589 e	271137 e	267299 e	257130 e	238424 e	231596 e	225429 e	210723 e	200134 e	195264 e	189332 e	175177 e	182612 e	179757 e	180829 	: 	164015 	149863 	164979 	: 	: 	: 	: 	: 
A,BES,OTH,T,HC,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11350 b	: 	10632 	: 	9596 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,HC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1234 b	1504 	1566 	1484 	1520 	1677 	682 	685 	700 	666 	495 	527 	574 	609 	633 	882 b	919 	1010 	1523 b	1424 	1448 	1477 	1596 	1573 	1534 	1569 	1717 	1805 	1947 	1892 	1923 	: 
A,BES,OTH,T,HC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1652 	1429 	1534 	2025 	1657 	1366 	1216 	1164 	1031 	837 	1037 	999 	541 	423 	413 	396 	434 	399 	384 	379 	513 	775 	768 	1036 	1249 	1222 	1416 	1472 	1557 	1620 	: 
A,BES,OTH,T,HC,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1325 	2088 	2168 	2173 	2421 	1381 	1385 	1713 	2145 	2528 	2732 	3612 	4053 	4185 	4533 	5301 	5886 	6237 	7247 	7268 	6420 	8964 	9794 	11182 	10786 	11828 	13715 	13768 	: 
A,BES,OTH,T,HC,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27805 e	29320 e	34593 e	29819 e	28547 e	32220 	35741 	35750 	41536 	46947 	53408 	61258 	82854 	85738 	: 	: 	: 	: 	: 	: 
A,BES,OTH,T,HC,US	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	194000 	179000 	170000 	160000 	162000 	174000 	158000 	167000 	: 	: 	: 	: 	184181 	208066 	198593 	: 	: 
A,BES,RSE,F,FTE,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	961.9 	: 	: 	: 	1551.5 	: 	1893.4 	: 	2263.6 	2675.7 	: 	3242.9 	: 	3541.2 	: 	4054.3 	: 	4319.2 	: 	4822.2 	: 	5439.2 	: 	6050.8 	: 	6912.4 	: 
A,BES,RSE,F,FTE,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	39.5 	49.4 	30.3 	: 	: 	: 	: 	102.2 	77.8 	81 	: 	: 	: 
A,BES,RSE,F,FTE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2647.8 	2831.1 	3029.5 	3028.7 	3054.5 	3192.7 	3415.1 	3693.8 	3812.2 	3736 	3756 	4353.8 	4657.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,BES,RSE,F,FTE,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2467 	829 	890 	788 	791 	833 	561 	570 	555 	503 	611 	603 	581 	502 	532 	651 	777 	694 	721 	916 	1193 	1426 	2139 	2401 	2333 	2746 	2990 	2863 	3025 	3213 	2922 	: 
A,BES,RSE,F,FTE,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 	15 	21 	25.4 	33.3 	27.3 	29 	35.8 	41.2 	45.9 	61.3 	63.5 	60.1 	56.7 	59.3 	64.1 	68 	62 	71.5 	87.6 	123.3 	145 	160.2 	171.3 	: 	179.4 	: 
A,BES,RSE,F,FTE,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	908 	939 	1001 	1051 	1061 	1370.4 b	1337.9 	1524.6 	1702.1 	1685.9 	1633.4 	1831.5 	2039.5 	2218 	2468.2 	2362.3 	2327.9 	2445.5 	2583.4 	2790.3 	3020.5 	3473.8 	3771.6 	3950.2 	3903.7 p
A,BES,RSE,F,FTE,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22150 	: 	14414 	: 	18544 	: 	18035 	: 	19013 	: 	19682 e	: 	22961 	: 	26485 	: 	27136 	: 	32926.1 	: 	36034.7 	: 	40101 	: 	42462 	: 	49965 b	: 
A,BES,RSE,F,FTE,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1786 	1910 	: 	2323.4 u	3473.5 b	3495.4 	: 	4346.9 	: 	4639 b	: 	5745.2 	5864.9 e	5984.6 	6040.9 	6482 	: 	6242 	: 	7655 	: 	6862 p	: 	: 	: 	8841.2 	: 
